"codename","card_codename","set_codename","en_flavor","cn_flavor","illustrator","position","quantity","released_by"
"11111","violet_level_clearance","quorum","It required a hexadecimal code along with biometrics, delivered by way of BMI.","它要求提供一段十六进制的代码以及生物特征，并通过脑机接口来传送。","Andreas Zafiratos","111","3","fantasy_flight_games"
"11112","chiyashi","quorum","""Ice is not meant to kill; just slow or cripple the Runner. Killing is my job."" - Tori Hanzō","“防火墙不是用来杀人的；让潜袭者变慢或变弱就行了。杀人是我的工作。” —半藏冬莉","Yog Joshi","112","3","fantasy_flight_games"
"11113","psychokinesis","quorum","","","Dmitry Burmak","113","3","fantasy_flight_games"
"11114","net_quarantine","quorum","","","Yog Joshi","114","3","fantasy_flight_games"
"11115","herald","quorum","","","Adam S. Doyle","115","3","fantasy_flight_games"
"11116","veritas","quorum","The truth hurts.","真理伤人。","Liiga Smilshkalne","116","3","fantasy_flight_games"
"11117","bryan_stinson","quorum","""My job? I provide legal exculpation and sign everything. It pays very well.""","“我的工作？提供法律开脱服务，签署各种文件。待遇可好了。”","Priscilla Kim","117","3","fantasy_flight_games"
"11118","nasx","quorum","","","Emilio Rodríguez","118","3","fantasy_flight_games"
"11119","macrophage","quorum","One way to get rid of a virus is to get a nastier virus.","除掉病毒的一个办法是引入更恶劣的病毒。","Mariusz Siergiejew","119","3","fantasy_flight_games"
"11120","tribunal","quorum","""Guilty.""
""Guilty.""
""Guilty.""","“有罪。”
“有罪。”
“有罪。”","Odera Igbokwe","120","3","fantasy_flight_games"
"34066","sebastiao_souza_pessoa_activist_organizer","rebellion_without_rehearsal","Destroy the mechanisms of domination.","摧毁统治的机制。","Matheus Calza","66","1","null_signal_games"
"34067","eye_for_an_eye","rebellion_without_rehearsal","As the riot turned to open conflict, Seb looked down at the gun in his hand. The time for peace was over.","随着暴动演变为公开冲突，塞巴低头看向自己手中的枪。和平解决问题的时期结束了。","Benjamin Giletti","67","3","null_signal_games"
"34068","privileged_access","rebellion_without_rehearsal","","","Dimik","68","3","null_signal_games"
"34069","amanuensis","rebellion_without_rehearsal","He allowed himself five minutes. He wished for more.","他给自己留出了五分钟。他多希望能有更多时间啊。","Anna Butova","69","3","null_signal_games"
"34070","the_wizards_chest","rebellion_without_rehearsal","","<strong>由2020年世界锦标赛冠军Richard Hall设计</strong>","Martin de Diego Sádaba","70","3","null_signal_games"
"34071","boi_tata","rebellion_without_rehearsal","Blinded by its own wreath of flames, the Boi-tatá seeks eye after eye until the whole world joins it in darkness.","因自身焰环而盲目，波伊塔塔不断找寻眼球以吞噬，直至世界与其同陷黑暗。","Cat Shen","71","3","null_signal_games"
"34072","heliamphora","rebellion_without_rehearsal","Even a barren server can provide a feast, if you are patient enough.","只要你足够有耐心，即使是荒无一物的服务器也能提供一顿佳肴。","Cat Shen","72","3","null_signal_games"
"34073","arruaceiras_crew","rebellion_without_rehearsal","“You might have been the spark, Seb, but we're the flame.”","也许最初是你点燃了星火，塞巴，但如今我们已经燎原。”","Matheus Calza","73","3","null_signal_games"
"34074","friend_of_a_friend","rebellion_without_rehearsal","“I've been a pack runner since I was ten. My uncle got me started after Eduardo took a bullet to the hip. It's only recently that people have started cheering when I leave a cop lying in the dirt.”
—Gabi Saka","“我从十岁就开始搞私运了。是我叔叔拉我入的伙，自从爱德华多屁股中了一枪以后。不过撂倒一个条子后居然能听到大家欢呼喝彩，倒是最近才开始有的事情。”
—加比·萨卡","Mauricio Herrera","74","3","null_signal_games"
"34075","manuel_lattes_de_moura","rebellion_without_rehearsal","“Some info from our mutual friends, Professor. Now, about my daughter's grades…”","“教授，这是一些来自我们共同朋友的情报。那么，关于我女儿分数的事情……”","Wyn Lacabra","75","3","null_signal_games"
"34076","meeting_of_minds","rebellion_without_rehearsal","“You'll find a way, little sibling.”","“你会找到办法的，小同志。”","Benjamin Giletti","76","3","null_signal_games"
"34077","window_of_opportunity","rebellion_without_rehearsal","There's a crack in everything. That's how the light gets in.","万物皆有裂隙。那是光照进来的地方。","Bruno Balixa","77","3","null_signal_games"
"34078","alarm_clock","rebellion_without_rehearsal","Rise and shine. Time to f**k up a corpie's day.","起床啦！该去毁掉一个公司员工的一天啦！","Elizaveta Sokolova","78","3","null_signal_games"
"34079","jeitinho","rebellion_without_rehearsal","","","Matheus Calza","79","3","null_signal_games"
"34080","cupellation","rebellion_without_rehearsal","","","Ed Mattinian","80","3","null_signal_games"
"34081","malandragem","rebellion_without_rehearsal","","","Adam S. Doyle","81","3","null_signal_games"
"34082","physarum_entangler","rebellion_without_rehearsal","It finds a route, eventually.","它终究会找到一条路径。","Ed Mattinian","82","3","null_signal_games"
"34083","amelia_earhart","rebellion_without_rehearsal","","<strong>由2021年美洲锦标赛冠军Jonas Wilson设计</strong>","Anthony Hutchings","83","3","null_signal_games"
"34084","juli_moreira_lee","rebellion_without_rehearsal","The Moreira sisters couldn't be any less alike, each taking after her own father, but together they are a force unto themselves.","莫雷拉姐妹性格迥异，各自都随自己的亲生父亲，但只要两人联手便是一股洪荒之力。","Rafael Monk","84","3","null_signal_games"
"34085","burner","rebellion_without_rehearsal","“They‘ll be talking about me for years.”
—Arissana Rocha Nahu","“接下来几年我都会活在他们嘴边。”
—阿里萨娜·罗查·纳胡","Scott Uminga","85","3","null_signal_games"
"34086","spree","rebellion_without_rehearsal","Sometimes an artist will be seized by the uncontrollable urge to create.","艺术家时常会遭遇无法抑制的创作冲动。","Ferenc Patkós","86","3","null_signal_games"
"34087","trick_shot","rebellion_without_rehearsal","8 billion, corner office.","80亿，来角落办公室。","Ed Mattinian","87","3","null_signal_games"
"34088","cataloguer","rebellion_without_rehearsal","","","Martin de Diego Sádaba","88","3","null_signal_games"
"34089","coalescence","rebellion_without_rehearsal","Breathe in.
Be as the dew rolling down a leaf; let yourself go.
Breathe out.","吸气。
把自己想象成露珠，在叶片上缓缓流下; 让自己往下流。
呼气。","Elwin ""Jakuza"" Rumplmair","89","3","null_signal_games"
"34090","lobisomem","rebellion_without_rehearsal","","","Adam S. Doyle","90","3","null_signal_games"
"34091","muse","rebellion_without_rehearsal","Vó, mentor, angel. Murdered by porcos. Never forgotten.","祖母，导师，天使。被条子杀死。誓不罢止。","Marlon Ruiz","91","3","null_signal_games"
"34092","pressure_spike","rebellion_without_rehearsal","“If stress hurts, then it must be a weapon.”
— Beatriz Friere Gonzalez","“如果压力能伤人，那它必然是一把武器。”
—碧翠斯·弗里尔·冈萨雷斯","Bruno Balixa","92","3","null_signal_games"
"34093","pretty_mary_da_silva","rebellion_without_rehearsal","“Listen up, garotinha, maybe you'll learn something.”","“好好听着，小可爱，说不定你能学到点东西呢。”","Arthur Miglionni","93","3","null_signal_games"
"34094","ashen_epilogue","rebellion_without_rehearsal","Their victory became her coronation.","他们的胜利成就了她的加冕。","Dimik","94","3","null_signal_games"
"34095","valentina_ferreira_carvalho","rebellion_without_rehearsal","“I came home from Siberia to find a better purpose for myself.”","“我从西伯利亚回到家乡，是为了寻求一个更好的人生目标。”","Arthur Miglionni","95","3","null_signal_games"
"34096","thunderbolt_armaments_peace_through_power","rebellion_without_rehearsal","Strength in the palm of your hand.","万钧之力，尽在掌握。","Emilio Rodríguez","96","1","null_signal_games"
"34097","lightning_laboratory","rebellion_without_rehearsal","Where ideas strike twice!","灵感两度迸发之地！","Emilio Rodríguez","97","3","null_signal_games"
"34098","warm_reception","rebellion_without_rehearsal","“I missed you last week! Come, we have lots to talk about. How was little Sarita's piano recital?”","“我从上周就开始想你了！来，我有一堆话想找你聊！小萨丽塔的个人钢琴秀咋样了？”","Matheus Calza","98","3","null_signal_games"
"34099","working_prototype","rebellion_without_rehearsal","“Just tilt your head a little to the right; the suit will soon sync with your cortical profile.”","“脑袋再往右偏一点点。这套装备马上就能跟你的皮质轮廓同步了。”","Mauricio Herrera","99","3","null_signal_games"
"34100","lycian_multi_munition","rebellion_without_rehearsal","","","Bruno Balixa","100","3","null_signal_games"
"34101","sorocaban_blade","rebellion_without_rehearsal","At Thunderbolt, we ask: why not turn plowshares to swords?","在雷霆军工厂，我们提问: 为什么不能化犁为剑呢？","Ed Mattinian","101","3","null_signal_games"
"34102","active_policing","rebellion_without_rehearsal","","","Marlon Ruiz","102","3","null_signal_games"
"34103","corporate_hospitality","rebellion_without_rehearsal","If you wait in the Thunderbolt corporate box long enough, everyone who is anyone comes by.","只要你在雷霆军工厂的团体包厢等得够久，是个有头有脸的人物你都能见得到。","Oliver Morit","103","3","null_signal_games"
"34104","brasilia_government_grid","rebellion_without_rehearsal","Thunderbolt naturally offered city hardening solutions.","雷霆军工厂当然能提供城市强化的解决方案。","Kira L. Nguyen","104","3","null_signal_games"
"34105","see_how_they_run","rebellion_without_rehearsal","“Be patient. When the prey panics, they lead you right to their friends.”
—Adrian Seis","“保持耐心。恐惧的猎物自会带你去找他的同伴们。”
—阿德里安·塞斯","Benjamin Giletti","105","3","null_signal_games"
"34106","sisyphus_protocol","rebellion_without_rehearsal","“Every mind can be dulled by repetition, even our prey’s. Strike when they get complacent, but before you get bored.”
—Charlotte's fifth lesson","“一切头脑都会因重复而变得迟钝，我们的猎物也不例外。趁他们得意忘形时予以打击。”
—夏洛特的第五课","Ferenc Patkós","106","3","null_signal_games"
